target,setsize,resp,rt,sub,correct
Present,8,1,0.641872138,4,1
Absent,12,2,2.100694042,4,1
Present,8,1,1.124198724,4,1
Present,16,1,1.853612309,4,1
Present,16,1,2.559523107,4,1
Absent,16,2,2.277202633,4,1
Absent,16,2,2.78304056,4,1
Absent,12,2,2.818322233,4,1
Absent,8,2,2.21834978,4,1
Absent,12,2,3.265395914,4,1
Absent,8,2,2.383036229,4,1
Present,16,1,2.253626419,4,1
Absent,8,2,2.524228976,4,1
Present,12,1,2.088913502,4,1
Absent,16,2,3.453626198,4,1
Absent,16,2,3.277154395,4,1
Present,12,1,0.771167259,4,1
Present,16,1,1.900654507,4,1
Absent,12,2,2.947753907,4,1
Present,8,1,0.630077508,4,1
Absent,8,2,1.747755165,4,1
Present,16,1,1.818351485,4,1
Absent,12,2,2.041852971,4,1
Absent,16,2,2.500667562,4,1
Absent,16,2,2.512455017,4,1
Present,16,1,1.383022726,4,1
Present,12,1,1.159486655,4,1
Absent,16,2,3.300684652,4,1
Absent,8,2,2.994796542,4,1
Absent,8,2,2.477145897,4,1
Present,8,1,1.088918658,4,1
Absent,16,2,2.994809739,4,1
Present,12,1,1.230071907,4,1
Present,12,1,1.512420437,4,1
Absent,8,2,2.700734427,4,1
Absent,12,2,2.135979161,4,1
Present,8,1,1.571319601,4,1
Present,8,1,0.653599567,4,1
Absent,16,2,2.994779179,4,1
Present,16,1,0.700662863,4,1
Present,16,1,1.383014323,4,1
Present,8,1,0.771264824,4,1
Present,12,1,1.535977738,4,1
Absent,12,2,2.418333954,4,1
Present,12,1,1.147713698,4,1
Absent,12,2,2.594783475,4,1
Absent,8,2,2.288903999,4,1
Present,16,1,2.394754538,5,1
Absent,16,1,2.241837132,5,0
Present,16,1,0.935990915,5,1
Absent,16,1,2.24183238,5,0
Present,8,1,1.10065568,5,1
Absent,8,2,2.771293692,5,1
Absent,16,2,3.665388894,5,1
Present,8,1,2.041814383,5,1
Present,8,1,1.15950707,5,1
Absent,12,2,1.818328684,5,1
Absent,12,1,1.535968445,5,0
Absent,8,2,2.535972364,5,1
Present,12,1,0.783004253,5,1
Absent,16,1,1.888915244,5,0
Absent,8,2,2.488911758,5,1
Present,8,1,2.312427805,5,1
Absent,16,1,1.053580912,5,0
Absent,12,1,0.959478166,5,0
Present,12,1,0.71242691,5,1
Absent,8,2,0.818299304,5,1
Present,16,1,0.418315072,5,1
Present,8,2,1.218313757,5,0
Absent,8,2,1.030077932,5,1
Present,16,1,0.594787891,5,1
Present,12,1,0.559521726,5,1
Absent,12,1,0.441890756,5,0
Present,16,1,2.559522764,5,1
Absent,12,2,1.947724039,5,1
Present,12,1,0.58302251,5,1
Present,12,1,1.006547464,5,1
Absent,12,1,1.712458929,5,0
Absent,12,1,1.359502023,5,0
Present,16,1,0.512410612,5,1
Absent,16,1,1.288934361,5,0
Present,12,1,1.359492426,5,1
Present,12,1,1.088939559,5,1
Present,8,2,1.218304912,5,0
Absent,16,1,1.641855237,5,0
Present,8,1,1.112423191,5,1
Present,12,2,1.206561917,5,0
Absent,16,2,1.865372887,5,1
Absent,16,2,2.218328471,5,1
Absent,8,1,1.124207342,5,0
Absent,12,2,1.300657477,5,1
Present,8,1,0.9123955,5,1
Present,16,1,1.206591668,5,1
Absent,8,2,2.91244497,5,1
Absent,8,2,1.524165938,5,1
Present,16,1,0.853584095,5,1
Present,8,1,0.677126584,5,1
Present,8,2,2.559563611,5,0
Absent,16,2,4.37128458,5,1
Absent,8,2,3.230107547,5,1
Present,12,1,1.112440937,5,1
Present,12,1,0.900708174,5,1
Absent,8,2,2.688917617,5,1
Absent,12,2,3.135995176,5,1
Present,16,1,2.135951719,5,1
Absent,12,1,2.877577556,5,0
Present,16,2,2.630119023,5,0
Present,12,1,1.12417787,5,1
Present,8,1,0.559488983,5,1
Present,16,1,1.112422662,5,1
Absent,8,2,3.136014192,5,1
Absent,8,2,1.618334551,5,1
Absent,16,1,2.288957721,5,0
Absent,8,2,2.5948071,5,1
Present,16,2,4.206600761,5,0
Absent,12,2,1.394806752,5,1
Absent,16,2,2.065387904,5,1
Present,16,1,1.253605968,5,1
Present,12,1,1.347750326,5,1
Present,12,1,1.865384463,5,1
Present,16,2,4.053638343,5,0
Present,8,1,3.383024352,5,1
Absent,16,2,2.359512325,5,1
Present,8,1,2.900686629,5,1
Absent,8,2,1.100695411,5,1
Present,16,2,1.806551434,5,0
Absent,16,1,1.841841691,5,0
Absent,12,2,0.888889621,5,1
Present,12,1,0.865348653,5,1
Absent,16,1,0.983007426,5,0
Present,8,2,0.947716292,5,0
Present,12,1,0.641853951,5,1
Absent,12,1,0.747730835,5,0
Absent,8,2,0.688935599,5,1
Absent,12,2,0.700671176,5,1
Present,8,2,1.630069689,5,0
Absent,12,2,0.806639806,5,1
Absent,16,2,1.018305905,5,1
Present,8,1,1.041840876,5,1
Absent,8,2,0.971251198,5,1
Absent,16,2,0.712440138,5,1
Present,16,1,0.159472056,5,1
Absent,12,1,0.535938494,5,0
Present,16,2,0.712439662,5,0
Absent,8,1,1.183003346,5,0
Present,8,1,1.053604708,5,1
Present,16,1,1.018340603,5,1
Present,12,1,0.688898495,5,1
Absent,12,2,1.006518573,5,1
Present,12,1,0.747754922,5,1
Present,16,1,0.748217342,5,1
Absent,16,2,1.053607715,5,1
Present,12,1,1.100668582,5,1
Absent,12,2,3.371264343,5,1
Present,8,1,0.888901264,5,1
Absent,8,1,0.900666131,5,0
Present,8,1,0.453596124,5,1
Present,16,2,0.665386198,5,0
Absent,16,2,0.583021646,5,1
Absent,8,1,0.006520293,5,0
Present,12,1,0.324190043,5,1
Absent,8,1,0.288892145,5,0
Absent,16,1,0.65360378,5,0
Present,12,1,0.65361601,5,1
Absent,12,1,0.535958814,5,0
Absent,12,2,3.418344613,5,1
Present,8,1,1.335967111,5,1
Absent,16,1,3.653605928,5,0
Absent,16,2,1.418333686,5,1
Present,8,2,0.959493817,5,0
Absent,8,2,2.512430617,5,1
Present,8,1,2.335970738,5,1
Absent,12,1,0.912439887,5,0
Present,16,1,0.512491968,5,1
Present,16,1,0.465365893,5,1
Present,16,1,0.688989547,5,1
Absent,8,1,0.183030101,5,0
Absent,16,1,1.253596467,5,0
Present,16,2,0.806524781,5,0
Absent,12,1,0.606557186,5,0
Absent,8,2,0.559508351,5,1
Absent,16,1,0.759540871,5,0
Present,12,1,0.877197857,5,1
Absent,8,1,1.006547737,5,0
Present,12,1,0.359535603,5,1
Absent,12,-1,4.994190123,5,0
Present,8,1,1.018338044,5,1
Present,16,1,1.653608853,5,1
Present,12,1,2.888937042,5,1
Absent,12,2,2.818333453,5,1
Absent,12,2,3.241870943,5,1
Absent,16,2,2.947769581,5,1
Present,12,1,1.065331874,5,1
Present,12,-1,4.994198446,5,0
Present,8,1,0.853645578,5,1
Absent,8,1,1.783037705,5,0
Present,8,1,1.877133646,5,1
Present,16,2,0.830126113,5,0
Absent,12,1,0.8301055,5,0
Absent,16,1,0.594778347,5,0
Present,8,2,0.477126589,5,0
Present,8,1,0.28891177,5,1
Absent,16,1,0.241849801,5,0
Absent,8,2,0.583002566,5,1
Present,12,1,0.971248323,5,1
Present,16,1,1.030095628,5,1
Absent,8,1,0.877159079,5,0
Absent,16,1,0.559482843,5,0
Absent,12,1,0.771252228,5,0
Absent,16,1,0.653599392,5,0
Present,16,1,0.594798168,5,1
Absent,8,1,1.077135365,5,0
Present,12,1,0.724254386,5,1
Present,12,2,0.865363163,5,0
Absent,16,1,0.571298928,5,0
Absent,12,2,0.630078822,5,1
Present,8,2,0.700696107,5,0
Present,8,2,0.783001967,5,0
Absent,12,2,0.78296031,5,1
Present,16,2,0.712426524,5,0
Absent,8,2,0.947721224,5,1
Present,8,1,0.806559434,5,1
Present,12,1,0.783002291,5,1
Absent,12,2,0.853605221,5,1
Present,16,1,0.559474059,5,1
Present,12,1,0.63007635,5,1
Absent,8,1,0.771251246,5,0
Absent,8,2,0.700717056,5,1
Present,8,1,2.183030427,5,1
Present,8,1,0.641835738,5,1
Present,16,1,1.394823406,5,1
Absent,12,1,1.40656608,5,0
Present,8,1,0.900649375,5,1
Present,8,1,1.253590856,5,1
Absent,16,1,1.430080413,5,0
Present,8,1,1.171175023,5,1
Absent,8,1,1.524211721,5,0
Present,12,1,1.394861788,5,1
Absent,12,2,1.947718613,5,1
Absent,16,2,2.324246288,5,1
Present,16,2,3.571268443,5,0
Absent,12,2,2.159569298,5,1
Present,12,1,1.159485372,5,1
Present,12,1,1.747711114,5,1
Present,16,2,2.430106627,5,0
Present,12,2,2.371265789,5,0
Present,12,2,1.912506802,5,0
Absent,16,1,2.030070185,5,0
Absent,16,2,2.230070373,5,1
Present,16,2,1.465461442,5,0
Absent,12,2,2.359502496,5,1
Present,16,2,1.8418382,5,0
Absent,8,2,1.747748246,5,1
Absent,12,2,2.1948028,5,1
Absent,16,2,1.300661126,5,1
Absent,8,2,1.759503283,5,1
Absent,8,2,1.206550557,5,1
Absent,8,2,1.759406026,6,1
Absent,12,2,1.830072343,6,1
Absent,16,2,2.3242031,6,1
Present,16,1,1.74775595,6,1
Present,12,1,0.865377436,6,1
Present,8,1,0.677143646,6,1
Present,12,1,0.93598359,6,1
Absent,12,2,1.347718264,6,1
Absent,12,2,1.724193762,6,1
Present,8,1,1.771257238,6,1
Absent,12,2,2.488909537,6,1
Present,16,1,1.2653976,6,1
Absent,12,2,1.91245323,6,1
Present,12,2,2.488921838,6,0
Absent,8,2,2.500701415,6,1
Present,8,1,0.79478983,6,1
Absent,16,2,2.065385977,6,1
Present,12,1,1.559489622,6,1
Absent,16,2,2.065395513,6,1
Present,8,1,0.747714976,6,1
Absent,8,2,2.700832267,6,1
Present,16,1,2.288804705,6,1
Absent,16,2,2.359499539,6,1
Absent,8,2,3.441861725,6,1
Present,16,1,1.512412061,6,1
Absent,16,2,2.253613436,6,1
Present,8,1,1.253733637,6,1
Present,16,1,2.571267089,6,1
Absent,8,2,4.91247757,6,1
Present,12,1,1.583007278,6,1
Absent,12,-1,4.994186434,6,0
Present,8,1,1.688906879,6,1
Present,8,1,2.183048898,6,1
Present,12,2,2.877151498,6,0
Present,8,1,0.806547234,6,1
Present,16,1,3.112469543,6,1
Absent,12,2,2.641855695,6,1
Absent,8,1,2.35946124,6,0
Absent,8,2,2.194792432,6,1
Present,12,1,2.277150979,6,1
Present,8,1,1.712452982,6,1
Absent,16,2,2.641866316,6,1
Absent,16,2,2.712447233,6,1
Absent,16,2,3.947745078,6,1
Present,8,1,0.630073506,6,1
Present,16,1,2.747734675,6,1
Absent,16,2,2.806557166,6,1
Absent,12,2,3.806584062,6,1
Present,12,1,1.782982652,6,1
Absent,12,2,3.394833337,6,1
Absent,8,2,2.53596764,6,1
Present,12,1,1.394721339,6,1
Absent,12,2,3.488901332,6,1
Absent,8,2,2.794841806,6,1
Present,16,1,1.159509644,6,1
Absent,16,1,1.500683464,6,0
Present,12,1,1.03004679,6,1
Absent,8,2,1.841842299,6,1
Present,16,1,2.818355427,6,1
Present,16,2,2.78303661,6,0
Absent,12,1,2.924258501,6,0
Absent,16,2,2.277152091,6,1
Present,8,1,2.147742111,6,1
Absent,8,2,2.218311782,6,1
Absent,16,2,3.912428717,6,1
Present,8,1,1.030095197,6,1
Present,8,1,3.841874722,6,1
Present,12,1,2.783043615,6,1
Absent,8,2,1.735968314,6,1
Absent,12,2,3.406593044,6,1
Present,12,1,0.935962636,6,1
Absent,12,2,3.206632426,6,1
Present,16,1,1.194748559,6,1
Absent,16,2,3.406590505,6,1
Present,12,1,1.994797803,6,1
Absent,12,2,3.524270568,6,1
Absent,12,2,3.006572857,6,1
Present,16,2,4.030110447,6,0
Absent,8,2,2.735997429,6,1
Present,12,1,2.441747507,6,1
Absent,8,2,3.05362587,6,1
Absent,8,2,2.641848044,6,1
Present,16,1,1.359469382,6,1
Present,16,1,1.971263325,6,1
Present,8,1,2.983060396,6,1
Present,16,1,2.394813346,6,1
Present,8,1,2.641882799,6,1
Absent,16,2,2.971303271,6,1
Absent,16,2,3.77131795,6,1
Present,12,2,3.218417703,6,0
Absent,8,1,0.971261877,6,0
Absent,16,2,2.21831098,6,1
Absent,12,2,2.241861178,6,1
Present,8,1,1.041845186,6,1
Present,16,1,0.900674988,6,1
Absent,12,2,1.90067886,6,1
Present,16,1,1.877167472,6,1
Present,12,1,3.288928522,6,1
Present,8,1,1.206534277,6,1
Present,12,1,2.7359523,6,1
Present,12,1,1.112435775,6,1
Absent,8,2,2.230105134,6,1
Present,8,1,0.747729214,6,1
Absent,16,2,2.924338337,6,1
Absent,8,2,1.853616842,6,1
Present,16,1,2.088906678,6,1
Absent,8,2,3.147813205,6,1
Absent,16,2,3.571266298,6,1
Present,16,1,1.347682096,6,1
Present,16,1,1.606541795,6,1
Absent,12,2,3.124157152,6,1
Present,8,1,0.700662334,6,1
Absent,12,2,3.24191876,6,1
Absent,8,2,2.959510519,6,1
Absent,16,2,3.453637681,6,1
Absent,12,2,4.724191777,6,1
Absent,16,2,3.818352196,6,1
Present,8,1,0.924160127,6,1
Present,12,1,2.630095653,6,1
Present,12,1,1.500574496,6,1
Absent,16,2,4.594823255,6,1
Absent,8,2,3.324250584,6,1
Absent,8,2,3.300690759,6,1
Present,8,1,3.124226307,6,1
Present,8,1,1.065362228,6,1
Present,16,1,2.924186742,6,1
Present,12,1,1.206556579,6,1
Absent,12,2,1.865393242,6,1
Present,12,1,0.865383854,6,1
Absent,12,2,2.335951077,6,1
Present,12,1,0.888895586,6,1
Present,16,1,1.724246587,6,1
Absent,16,-1,4.994218061,6,0
Present,16,1,1.724185815,6,1
Present,12,1,1.935953703,6,1
Present,12,1,1.512423607,6,1
Absent,8,2,3.324275392,6,1
Absent,12,2,3.924229565,6,1
Present,16,1,2.935936724,6,1
Absent,16,2,4.147757017,6,1
Absent,12,2,4.006623689,6,1
Absent,16,2,3.524218959,6,1
Present,8,1,1.453584721,6,1
Absent,12,2,3.653647904,6,1
Present,16,1,2.324177509,6,1
Absent,16,2,2.947752942,6,1
Absent,8,2,3.583029427,6,1
Present,8,1,2.500676188,6,1
Present,8,1,3.15952527,6,1
Absent,8,2,4.641884564,6,1
Absent,8,2,4.253655944,6,1
Present,12,2,3.418356472,6,0
Present,8,1,2.088997739,6,1
Present,12,1,0.771259112,6,1
Absent,8,2,1.818358943,6,1
Present,16,2,2.971286971,6,0
Absent,12,2,2.571259433,6,1
Absent,12,2,3.382985179,6,1
Present,16,1,2.877151375,6,1
Absent,8,2,3.006551336,6,1
Absent,16,2,2.653598294,6,1
Absent,12,2,3.288896851,6,1
Present,16,1,1.747735965,6,1
Absent,16,2,2.300688792,6,1
Present,12,1,1.077152603,6,1
Present,12,1,1.900674732,6,1
Present,8,1,1.677185423,6,1
Absent,8,2,3.512448757,6,1
Present,16,1,1.935967738,6,1
Absent,8,2,3.877161106,6,1
Present,16,1,2.159531818,6,1
Present,8,1,2.41834751,6,1
Absent,12,2,3.477156182,6,1
Present,8,1,1.994796878,6,1
Absent,16,-1,4.994214365,6,0
Absent,16,2,2.524243511,6,1
Absent,12,2,2.312468154,6,1
Present,12,1,3.053734472,6,1
Present,8,1,2.230106963,6,1
Absent,16,1,3.87718595,6,0
Absent,12,2,2.606576528,6,1
Present,16,1,1.24184534,6,1
Present,12,1,1.183053254,6,1
Present,16,1,1.994800081,6,1
Present,12,1,1.54777148,6,1
Absent,16,2,1.653607196,6,1
Present,12,1,0.900675028,6,1
Absent,8,2,1.335971831,6,1
Present,8,1,0.830074017,6,1
Present,8,1,0.559485582,6,1
Present,12,1,1.065383165,6,1
Absent,8,2,2.288926665,6,1
Present,16,1,0.747699754,6,1
Absent,12,2,1.524210262,6,1
Absent,16,2,1.747763979,6,1
Absent,8,2,1.524328062,6,1
Absent,12,2,3.159524457,6,1
Absent,16,2,2.324191326,6,1
Absent,12,2,3.418326187,6,1
Absent,8,2,3.112448375,6,1
Present,16,1,2.535961124,6,1
Absent,16,2,2.041854881,6,1
Present,8,1,1.065369526,6,1
Present,12,1,2.312422259,6,1
Present,8,1,0.782971931,6,1
Present,16,1,2.665450962,6,1
Present,8,1,1.524214966,6,1
Absent,12,2,2.300689389,6,1
Absent,16,2,2.34773763,6,1
Absent,8,2,3.48892693,6,1
Present,12,1,2.194794322,7,1
Absent,16,2,4.053608647,7,1
Absent,16,2,3.288910167,7,1
Present,12,1,1.406586052,7,1
Present,12,1,1.583037354,7,1
Absent,8,2,2.183020109,7,1
Absent,12,1,1.35953031,7,0
Absent,8,2,2.853632905,7,1
Present,16,1,0.665364268,7,1
Absent,8,1,2.171272397,7,0
Present,8,1,0.865345705,7,1
Present,8,1,1.406554597,7,1
Present,16,1,2.147721201,7,1
Present,12,1,1.712459463,7,1
Absent,12,2,2.735969109,7,1
Absent,12,2,2.512439188,7,1
Absent,12,2,3.677153059,7,1
Present,16,1,0.900722003,7,1
Absent,8,2,2.736007115,7,1
Present,16,1,1.5594869,7,1
Absent,16,2,2.335973613,7,1
Absent,8,2,2.535987908,7,1
Present,8,1,1.241851607,7,1
Absent,12,2,4.653638413,7,1
Absent,16,2,3.441850029,7,1
Present,12,1,1.394817356,7,1
Present,8,1,1.806564098,7,1
Absent,16,2,3.559527132,7,1
Present,8,1,1.747708413,7,1
Present,16,1,2.959530375,7,1
Present,8,1,0.747704799,7,1
Present,8,1,0.6653648,7,1
Absent,12,2,3.724238762,7,1
Present,8,1,0.924193381,7,1
Absent,8,2,2.806590152,7,1
Absent,16,2,2.512490699,7,1
Absent,8,2,2.300678597,7,1
Absent,8,2,2.994806108,7,1
Absent,16,2,3.453614003,7,1
Present,12,1,2.700697611,7,1
Present,16,2,4.041921575,7,0
Absent,16,2,3.430097074,7,1
Present,12,1,1.288937729,7,1
Absent,16,2,2.73597474,7,1
Present,12,1,2.477147581,7,1
Present,12,1,0.865341954,7,1
Absent,8,1,3.277152287,7,0
Present,16,1,1.088879864,7,1
Present,8,1,1.053615757,7,1
Absent,8,2,4.288948954,7,1
Absent,16,2,2.947743228,7,1
Absent,12,1,2.15950832,7,0
Absent,12,1,3.100717079,7,0
Absent,12,2,3.724208708,7,1
Absent,12,2,2.524211678,7,1
Present,16,1,1.241827097,7,1
Present,16,1,1.947762431,7,1
Present,8,1,2.547761025,7,1
Present,12,1,0.606538169,7,1
Present,16,1,0.594772581,7,1
Present,16,1,3.253604855,7,1
Absent,16,2,3.83004284,7,1
Absent,12,2,4.194847031,7,1
Absent,8,2,3.135989239,7,1
Present,8,1,0.559501296,7,1
Present,16,1,1.488914773,7,1
Absent,8,2,3.324217628,7,1
Present,16,1,1.406528829,7,1
Absent,16,2,3.135991331,7,1
Present,8,1,0.688875398,7,1
Absent,8,2,3.524227156,7,1
Absent,12,2,3.088927549,7,1
Present,16,1,0.582995975,7,1
Absent,16,2,1.783023495,7,1
Absent,8,2,2.583040312,7,1
Present,16,1,1.794830127,7,1
Absent,12,2,3.383020508,7,1
Present,8,1,1.900702358,7,1
Present,12,1,2.994780623,7,1
Absent,12,2,3.041832944,7,1
Absent,12,2,1.700683948,7,1
Present,8,1,1.277157558,7,1
Present,12,1,0.735960521,7,1
Present,12,1,0.677196173,7,1
Absent,16,2,3.747733244,7,1
Present,8,1,0.75948908,7,1
Absent,16,2,3.383023275,7,1
Absent,8,2,2.465365655,7,1
Present,12,1,2.053626231,7,1
Present,12,1,3.959532016,7,1
Absent,8,2,2.594785312,7,1
Present,16,1,0.877097929,7,1
Absent,12,2,2.783035645,7,1
Present,16,1,0.783010997,7,1
Absent,12,2,2.877151969,7,1
Present,8,1,1.053606093,7,1
Absent,8,2,3.430116958,7,1
Absent,16,2,2.888929224,7,1
Present,12,1,0.877136746,7,1
Absent,8,2,2.430100144,7,1
Present,12,1,0.594768032,7,1
Present,8,1,1.38309846,7,1
Present,12,1,1.253641899,7,1
Absent,8,2,3.194805203,7,1
Absent,12,2,2.794799695,7,1
Absent,16,2,4.735986968,7,1
Present,12,1,2.100671442,7,1
Absent,16,2,2.983034091,7,1
Absent,12,2,3.065362366,7,1
Present,16,1,1.877137215,7,1
Absent,16,2,3.277168487,7,1
Present,16,1,1.524417434,7,1
Present,8,1,0.92420734,7,1
Absent,12,2,4.594816225,7,1
Absent,8,2,2.241859645,7,1
Present,8,1,1.065389802,7,1
Absent,16,2,2.606546401,7,1
Present,12,1,0.90067868,7,1
Present,8,1,1.24182514,7,1
Present,16,1,0.724160705,7,1
Present,16,1,1.724245862,7,1
Present,12,1,1.830094219,7,1
Present,8,1,0.759491264,7,1
Absent,8,2,3.183038652,7,1
Present,8,1,2.335954187,7,1
Present,16,1,0.594789237,7,1
Present,8,1,2.488898791,7,1
Absent,16,2,2.924222593,7,1
Absent,8,2,3.112470535,7,1
Absent,8,2,2.77127453,7,1
Absent,16,2,2.677146402,7,1
Present,12,1,0.994774578,7,1
Present,12,1,3.347744978,7,1
Absent,12,2,4.465399162,7,1
Absent,16,2,3.571252386,7,1
Absent,12,2,3.04183858,7,1
Absent,16,2,4.030106931,7,1
Present,16,1,0.512492872,7,1
Absent,12,2,2.947749429,7,1
Absent,8,2,1.818333628,7,1
Present,8,1,1.512422289,7,1
Absent,16,2,3.406579345,7,1
Absent,12,2,2.912422444,7,1
Present,12,1,0.79477633,7,1
Present,16,1,2.077154114,7,1
Absent,8,2,2.583062915,7,1
Present,8,1,0.794754564,7,1
Present,12,1,0.48888632,7,1
Absent,12,2,3.230097427,7,1
Present,16,1,4.712547136,7,1
Absent,8,2,1.865366283,7,1
Absent,8,2,2.065376775,7,1
Present,16,1,1.347739577,7,1
Present,16,1,2.736003185,7,1
Absent,12,1,3.406546542,7,0
Absent,8,2,1.971253581,7,1
Absent,16,2,4.253617085,7,1
Absent,8,2,1.853620524,7,1
Absent,16,2,2.183039287,7,1
Present,12,1,0.677150926,7,1
Absent,12,2,4.935997687,7,1
Absent,12,2,3.35950328,7,1
Present,12,1,0.84182804,7,1
Present,16,1,1.66533841,7,1
Present,8,1,0.712459879,7,1
Present,8,1,1.018320271,7,1
Absent,16,2,3.783056707,7,1
Absent,16,2,3.265360941,7,1
Present,16,1,0.888879035,7,1
Present,8,1,1.135941358,7,1
Present,8,1,0.794799868,7,1
Absent,8,2,3.018323671,7,1
Absent,12,2,2.688913194,7,1
Present,16,1,0.653592274,7,1
Present,12,1,1.241859582,7,1
Absent,12,2,3.018338004,7,1
Absent,16,2,4.747752138,7,1
Present,8,1,0.84185054,7,1
Present,12,1,1.441845174,7,1
Present,12,1,0.853609073,7,1
Absent,16,2,2.406618449,7,1
Present,12,1,0.935966578,7,1
Absent,12,2,2.677147117,7,1
Present,16,1,1.312409197,7,1
Present,8,1,0.900668858,7,1
Present,16,1,1.135979337,7,1
Present,16,1,0.735938666,7,1
Absent,8,2,2.218314607,7,1
Present,12,1,0.72418488,7,1
Absent,12,2,4.336035126,7,1
Absent,16,2,3.254014678,7,1
Absent,16,2,2.065373968,7,1
Absent,12,2,3.265400515,7,1
Present,8,1,0.8889128,7,1
Absent,16,2,2.594800211,7,1
Absent,8,2,2.124210428,7,1
Present,16,1,1.99478551,7,1
Absent,8,2,2.735954408,7,1
Absent,12,2,2.90066383,7,1
Present,12,1,2.347727434,7,1
Present,8,1,1.171242572,7,1
Absent,16,2,3.041865622,7,1
Absent,12,2,3.206584686,7,1
Absent,8,2,2.571240194,7,1
Present,8,1,0.806543219,7,1
Present,12,1,0.912434955,7,1
Absent,8,2,2.559517766,7,1
Present,8,1,2.147750932,7,1
Present,12,1,0.830065268,7,1
Present,16,1,0.783025783,7,1
Present,8,1,1.626540347,8,1
Present,12,1,1.712264947,8,1
Present,16,2,1.2299059,8,0
Absent,16,2,1.171057643,8,1
Absent,16,2,1.135771369,8,1
Absent,8,2,1.018203745,8,1
Present,8,1,0.535785724,8,1
Absent,12,2,0.853453867,8,1
Absent,8,2,1.147567911,8,1
Absent,16,2,1.335680791,8,1
Present,12,1,1.100502187,8,1
Present,16,1,1.041647319,8,1
Absent,12,2,1.147561205,8,1
Present,16,1,0.971146261,8,1
Absent,12,1,1.029874515,8,0
Absent,16,2,1.535785996,8,1
Present,16,1,0.712240265,8,1
Absent,16,2,1.312257296,8,1
Present,8,1,0.853404652,8,1
Present,8,1,0.853431237,8,1
Present,8,1,0.782840374,8,1
Absent,8,1,1.194585227,8,0
Absent,12,1,1.67694262,8,0
Absent,8,2,1.500513251,8,1
Absent,12,2,1.371067365,8,1
Present,16,1,1.006374037,8,1
Present,12,1,1.300465481,8,1
Present,12,1,1.465245878,8,1
Absent,8,2,1.041675027,8,1
Present,12,1,1.171039649,8,1
Absent,8,2,2.229888218,8,1
Absent,8,2,1.194577854,8,1
Absent,16,2,1.22994889,8,1
Present,8,1,1.418114463,8,1
Absent,8,2,1.359664426,8,1
Present,16,1,0.75929432,8,1
Absent,12,2,1.194595136,8,1
Present,12,1,1.041650652,8,1
Present,8,1,1.147541121,8,1
Present,8,1,1.371126239,8,1
Present,16,1,0.912266186,8,1
Absent,16,2,1.700527674,8,1
Absent,12,1,0.771253986,8,0
Present,16,1,1.053415076,8,1
Present,12,1,0.947469507,8,1
Absent,12,2,2.124025999,8,1
Present,8,2,1.982833783,8,0
Absent,12,2,1.194605907,8,1
Absent,8,2,1.288708926,8,1
Present,12,1,1.0063591,8,1
Absent,16,1,1.159426029,8,0
Present,16,1,0.97110675,8,1
Present,8,1,0.923977675,8,1
Present,12,1,0.712246861,8,1
Absent,8,2,1.476939779,8,1
Absent,16,2,1.677059942,8,1
Absent,12,2,1.371009508,8,1
Present,12,1,1.430065073,8,1
Absent,16,2,1.676965656,8,1
Present,16,2,1.394580554,8,0
Present,8,1,0.818108424,8,1
Absent,8,2,1.346883009,8,1
Absent,12,2,1.323983697,8,1
Present,16,1,1.229886262,8,1
Present,8,1,0.618100421,8,1
Present,8,1,0.935769742,8,1
Present,12,1,0.900468416,8,1
Absent,8,2,0.982822705,8,1
Absent,12,2,1.182882559,8,1
Present,12,1,0.723977421,8,1
Present,16,1,0.571051974,8,1
Absent,16,2,1.524012265,8,1
Absent,12,2,1.382813654,8,1
Absent,16,2,1.194598083,8,1
Absent,16,1,1.241730165,8,0
Present,16,1,0.618088251,8,1
Absent,8,2,1.28871675,8,1
Absent,8,2,1.053408088,8,1
Absent,12,1,1.276999226,8,0
Present,16,1,0.829879504,8,1
Present,16,1,1.194579603,8,1
Present,8,1,1.041754877,8,1
Absent,8,2,1.112227816,8,1
Present,12,1,0.783038895,8,1
Absent,16,1,1.394609535,8,0
Present,12,1,0.841681334,8,1
Present,12,2,1.865171237,8,0
Absent,16,2,1.206342162,8,1
Absent,12,1,0.888704023,8,0
Present,8,1,1.218097288,8,1
Absent,12,2,1.947539325,8,1
Present,12,1,1.629924176,8,1
Absent,16,2,1.571086024,8,1
Present,8,1,0.865202487,8,1
Absent,12,2,1.335771894,8,1
Absent,12,2,1.629873287,8,1
Absent,12,2,1.477228746,8,1
Absent,8,2,1.794622643,8,1
Absent,8,2,1.34781525,8,1
Present,8,1,0.571011069,8,1
Present,8,1,0.618115317,8,1
Present,12,1,1.159369942,8,1
Absent,8,2,1.324011134,8,1
Present,8,1,0.665245143,8,1
Present,16,1,0.559291339,8,1
Present,12,1,0.594594018,8,1
Present,12,1,0.594645128,8,1
Present,16,1,1.688820491,8,1
Present,16,1,1.088712677,8,1
Absent,8,2,1.218115372,8,1
Absent,16,2,2.55932702,8,1
Absent,16,2,2.300493396,8,1
Absent,16,2,1.912273381,8,1
Present,16,1,0.982739481,8,1
Present,8,1,0.665247459,8,1
Absent,12,2,1.876967769,8,1
Absent,8,2,2.076984313,8,1
Absent,16,2,1.829838169,8,1
Present,16,1,0.912221161,8,1
Present,12,1,0.782740555,8,1
Present,12,1,0.959319204,8,1
